"Product";"Price";"Quantity";"Date"
"Lamp";"3.648,48";2;"2018-09-18"
"Lamp";"1.838,67";4;"2018-03-06"
"Lamp";"3.961,30";1;"2018-01-12"
"Teddybear";"846,44";5;"2018-01-02"
"Lamp";"1.813,52";4;"2018-11-11"
"Table";"3.892,39";2;"2018-06-29"
"Teddybear";"589,93";4;"2018-01-07"
"Lamp";"3.230,96";4;"2018-02-10"
"Table";"6,32";5;"2018-05-04"
"Teddybear";"206,26";2;"2018-02-18"
"Lamp";"3.547,04";1;"2018-10-04"
"Teddybear";"3.673,76";2;"2018-06-08"
"Teddybear";"2.606,71";4;"2018-04-10"
"Lamp";"458,84";3;"2018-01-31"
"Lamp";"976,27";1;"2018-01-18"
"Teddybear";"572,44";3;"2018-10-30"
"Teddybear";"1.428,74";3;"2018-01-12"
"Table";"2.737,02";3;"2018-04-20"
"Table";"1.900,15";3;"2018-08-30"
"Teddybear";"3.089,97";4;"2018-09-29"
"Table";"2.720,27";5;"2018-04-20"
"Chair";"2.544,29";1;"2018-02-11"
"Table";"1.879,82";5;"2018-04-08"
"Teddybear";"779,87";3;"2018-12-09"
"Teddybear";"2.071,47";2;"2018-12-04"
"Table";"2.670,91";1;"2018-03-06"
"Lamp";"2.147,19";3;"2018-08-01"
"Teddybear";"2.929,42";1;"2018-06-16"
"Table";"1.134,28";5;"2018-06-14"
"Chair";"1.969,61";3;"2018-10-27"
"Lamp";"2.579,36";2;"2018-02-03"
"Table";"1.073,44";4;"2018-02-17"
"Table";"2.437,82";2;"2018-11-05"
"Table";"3.861,96";2;"2018-03-26"
"Lamp";"2.823,82";4;"2018-09-20"
"Table";"636,40";4;"2018-11-14"
"Chair";"3.267,97";3;"2018-05-13"
"Teddybear";"1.947,84";4;"2018-12-03"
"Lamp";"2.119,34";5;"2018-05-25"
"Table";"2.511,64";5;"2018-11-25"
"Teddybear";"2.200,45";4;"2018-10-10"
"Teddybear";"359,09";2;"2018-01-08"
"Lamp";"1.613,34";4;"2018-02-13"
"Chair";"279,98";2;"2018-08-14"
"Lamp";"3.991,76";2;"2018-01-11"
"Table";"2.611,93";3;"2018-11-27"
"Chair";"644,79";4;"2018-07-02"
"Teddybear";"3.304,53";4;"2018-09-28"
"Lamp";"1.648,79";5;"2018-03-26"
"Table";"3.393,62";3;"2018-01-31"
"Lamp";"3.957,33";2;"2018-10-06"
"Teddybear";"3.703,26";2;"2018-05-06"
"Teddybear";"2.983,22";3;"2018-03-25"
"Lamp";"3.551,00";2;"2018-08-10"
"Lamp";"3.129,37";4;"2018-06-01"
"Chair";"1.007,56";3;"2018-07-03"
"Chair";"187,56";2;"2018-09-07"
"Table";"129,80";2;"2018-11-08"
"Table";"1.370,09";4;"2018-10-15"
"Table";"849,91";5;"2018-01-23"
"Lamp";"1.127,63";1;"2018-03-19"
"Chair";"1.695,30";3;"2018-04-24"
"Lamp";"3.499,18";1;"2018-01-04"
"Lamp";"13,22";2;"2018-12-29"
"Chair";"2.260,96";4;"2018-12-26"
"Chair";"3.457,35";1;"2018-01-31"
"Teddybear";"268,06";4;"2018-07-27"
"Chair";"279,28";5;"2018-06-09"
"Teddybear";"231,32";4;"2018-07-16"
"Teddybear";"3.223,07";4;"2018-03-19"
"Lamp";"1.444,83";5;"2018-06-08"
"Lamp";"2.569,00";4;"2018-09-19"
"Chair";"3.598,03";4;"2018-03-09"
"Lamp";"387,29";3;"2018-02-15"
"Teddybear";"2.154,18";1;"2018-06-27"
"Teddybear";"3.053,36";2;"2018-12-04"
"Chair";"2.518,21";4;"2018-04-09"
"Teddybear";"1.224,85";4;"2018-09-01"
"Teddybear";"3.666,72";5;"2018-08-09"
"Lamp";"1.806,44";4;"2018-10-09"
"Table";"3.008,98";4;"2018-10-15"
"Chair";"2.631,60";5;"2018-09-22"
"Table";"3.985,53";4;"2018-03-29"
"Table";"61,82";1;"2018-08-24"
"Lamp";"1.565,13";4;"2018-12-27"
"Table";"1.088,85";4;"2018-10-07"
"Chair";"1.941,58";4;"2018-10-17"
"Chair";"2.298,25";5;"2018-11-16"
"Lamp";"3.250,59";4;"2018-11-11"
"Chair";"359,16";5;"2018-01-26"
"Chair";"2.040,23";3;"2018-02-12"
"Teddybear";"954,64";1;"2018-02-25"
"Lamp";"1.918,04";3;"2018-12-27"
"Table";"3.509,54";3;"2018-09-13"
"Teddybear";"2.407,50";3;"2018-03-12"
"Lamp";"3.909,89";1;"2018-07-19"
"Table";"1.623,67";4;"2018-05-08"
"Lamp";"791,74";1;"2018-10-28"
"Table";"2.083,32";5;"2018-12-16"
"Chair";"2.414,13";3;"2018-10-31"
"Chair";"2.211,09";3;"2018-09-06"
"Lamp";"691,97";5;"2018-06-29"
"Teddybear";"1.990,34";5;"2018-07-18"
"Table";"2.966,62";3;"2018-02-14"
"Teddybear";"2.121,18";4;"2018-01-05"
"Lamp";"2.132,42";1;"2018-10-23"
"Lamp";"1.802,59";4;"2018-08-13"
"Chair";"2.128,85";2;"2018-04-18"
"Chair";"688,89";5;"2018-06-05"
"Teddybear";"337,45";3;"2018-03-26"
"Table";"3.868,09";3;"2018-12-31"
"Teddybear";"1.775,08";5;"2018-06-10"
"Table";"897,44";1;"2018-06-07"
"Teddybear";"2.293,31";3;"2018-03-19"
"Chair";"559,31";1;"2018-08-20"
"Chair";"2.479,73";5;"2018-09-19"
"Lamp";"2.557,85";2;"2018-11-10"
"Chair";"3.613,58";2;"2018-12-25"
"Lamp";"2.274,01";1;"2018-09-04"
"Lamp";"442,77";1;"2018-12-16"
"Table";"393,98";3;"2018-09-14"
"Table";"2.266,87";1;"2018-09-18"
"Table";"1.409,80";4;"2018-02-14"
"Lamp";"2.030,52";1;"2018-04-18"
"Lamp";"1.704,06";5;"2018-10-19"
"Table";"3.302,10";4;"2018-05-04"
"Teddybear";"811,49";5;"2018-03-01"
"Chair";"2.317,13";3;"2018-07-04"
"Table";"2.510,26";3;"2018-12-29"
"Chair";"3.854,24";1;"2018-05-07"
"Teddybear";"1.972,41";3;"2018-12-19"
"Table";"2.988,73";5;"2018-03-18"
"Teddybear";"2.028,83";5;"2018-01-27"
"Chair";"2.126,75";3;"2018-01-07"
"Table";"1.895,60";5;"2018-04-04"
"Teddybear";"1.785,84";2;"2018-04-18"
"Lamp";"1.793,32";1;"2018-01-02"
"Table";"2.532,70";5;"2018-02-13"
"Lamp";"2.144,65";3;"2018-08-15"
"Chair";"2.192,97";3;"2018-04-27"
"Chair";"1.325,55";3;"2018-06-17"
"Chair";"719,71";4;"2018-08-21"
"Teddybear";"654,09";1;"2018-05-13"
"Chair";"1.280,91";4;"2018-10-20"
"Lamp";"2.805,32";5;"2018-10-20"
"Chair";"2.020,82";5;"2018-10-12"
"Table";"3.206,93";2;"2018-10-24"
"Teddybear";"568,11";3;"2018-10-11"
"Teddybear";"349,38";1;"2018-01-23"
"Lamp";"2.220,72";1;"2018-01-08"
"Lamp";"3.775,29";5;"2018-01-12"
"Table";"3.331,47";2;"2018-12-09"
"Chair";"2.996,19";5;"2018-12-19"
"Teddybear";"484,47";4;"2018-05-08"
"Chair";"3.178,44";3;"2018-12-20"
"Teddybear";"2.996,27";5;"2018-11-10"
"Chair";"3.627,66";4;"2018-01-12"
"Teddybear";"3.280,46";5;"2018-10-30"
"Teddybear";"2.673,45";2;"2018-04-08"
"Lamp";"591,97";1;"2018-06-11"
"Teddybear";"2.261,09";5;"2018-08-06"
"Lamp";"2.388,53";4;"2018-03-26"
"Lamp";"1.678,22";3;"2018-10-20"
"Table";"3.785,90";1;"2018-08-16"
"Chair";"1.461,58";2;"2018-09-08"
"Lamp";"1.467,34";2;"2018-02-06"
"Chair";"3.071,29";1;"2018-09-13"
"Lamp";"3.721,35";3;"2018-04-13"
"Table";"1.322,75";5;"2018-11-15"
"Chair";"620,16";1;"2018-01-29"
"Chair";"3.169,81";2;"2018-07-14"
"Chair";"3.912,57";1;"2018-06-24"
"Chair";"1.647,70";4;"2018-03-18"
"Lamp";"855,51";4;"2018-02-09"
"Teddybear";"417,20";5;"2018-11-15"
"Lamp";"280,92";5;"2018-01-30"
"Chair";"3.097,33";2;"2018-10-08"
"Teddybear";"1.841,41";2;"2018-01-10"
"Lamp";"3.629,21";5;"2018-04-04"
"Chair";"867,04";5;"2018-08-30"
"Table";"2.417,21";4;"2018-12-27"
"Lamp";"1.597,13";4;"2018-04-18"
"Chair";"363,24";1;"2018-01-15"
"Lamp";"3.607,37";1;"2018-05-30"
"Teddybear";"3.192,85";1;"2018-06-29"
"Chair";"441,00";1;"2018-10-10"
"Chair";"3.036,70";3;"2018-03-04"
"Chair";"163,25";2;"2018-07-30"
"Teddybear";"2.354,24";4;"2018-04-17"
"Table";"769,91";3;"2018-08-01"
"Lamp";"962,15";2;"2018-08-11"
"Table";"2.874,54";5;"2018-01-01"
"Lamp";"292,44";5;"2018-06-12"
"Lamp";"3.307,49";1;"2018-01-20"
"Lamp";"3.527,03";1;"2018-07-15"
"Lamp";"3.465,39";1;"2018-07-16"
"Chair";"3.070,72";2;"2018-04-22"
"Table";"1.227,88";2;"2018-10-21"
"Teddybear";"3.052,32";1;"2018-05-13"
"Table";"1.666,98";1;"2018-02-09"
"Lamp";"1.186,92";2;"2018-11-29"
"Table";"275,83";1;"2018-04-14"
"Teddybear";"2.259,84";5;"2018-09-17"
"Lamp";"3.992,68";4;"2018-12-07"
"Chair";"525,71";3;"2018-03-14"
"Lamp";"1.233,68";3;"2018-07-11"
"Lamp";"801,37";5;"2018-07-03"
"Table";"1.361,20";4;"2018-11-01"
"Table";"2.922,78";2;"2018-09-04"
"Teddybear";"1.912,80";4;"2018-03-29"
"Chair";"3.585,58";4;"2018-07-13"
"Chair";"381,60";5;"2018-09-24"
"Lamp";"3.600,59";4;"2018-09-01"
"Chair";"3.620,66";1;"2018-12-23"
"Lamp";"1.878,80";1;"2018-12-16"
"Teddybear";"264,78";2;"2018-02-27"
"Chair";"900,31";5;"2018-08-07"
"Table";"2.183,51";1;"2018-09-27"
"Chair";"1.289,20";4;"2018-11-28"
"Teddybear";"3.395,45";3;"2018-09-02"
"Chair";"90,31";4;"2018-02-01"
"Table";"2.865,80";4;"2018-05-14"
"Chair";"3.622,92";3;"2018-04-09"
"Table";"2.794,08";5;"2018-07-31"
"Teddybear";"1.060,80";4;"2018-03-03"
"Chair";"2.197,98";1;"2018-12-27"
"Chair";"3.345,17";1;"2018-02-15"
"Table";"3.825,24";5;"2018-12-02"
"Table";"3.857,62";4;"2018-08-27"
"Chair";"1.841,91";4;"2018-12-07"
"Table";"3.155,92";5;"2018-02-03"
"Table";"3.312,02";1;"2018-05-18"
"Table";"1.461,27";3;"2018-02-20"
"Teddybear";"2.241,54";3;"2018-08-09"
"Teddybear";"1.634,47";5;"2018-05-04"
"Chair";"2.944,01";4;"2018-05-12"
"Lamp";"1.969,43";5;"2018-04-13"
"Table";"2.631,14";5;"2018-08-23"
"Chair";"282,85";1;"2018-09-28"
"Lamp";"1.192,91";3;"2018-07-27"
"Chair";"3.934,07";3;"2018-06-18"
"Teddybear";"1.868,29";5;"2018-01-18"
"Chair";"1.479,16";3;"2018-01-10"
"Table";"1.212,89";2;"2018-02-06"
"Lamp";"279,63";1;"2018-12-06"
"Lamp";"1.175,39";1;"2018-04-13"
"Teddybear";"1.122,55";2;"2018-08-03"
"Table";"2.538,01";5;"2018-08-03"
"Chair";"3.600,51";2;"2018-05-05"
"Chair";"2.183,86";3;"2018-02-24"
"Lamp";"707,94";3;"2018-02-05"
"Lamp";"2.876,25";1;"2018-09-01"
"Chair";"3.170,67";4;"2018-07-01"
"Chair";"1.276,98";2;"2018-04-25"
"Table";"3.602,71";1;"2018-01-08"
"Chair";"1.880,97";2;"2018-09-07"
"Teddybear";"2.359,34";5;"2018-01-24"
"Teddybear";"942,56";5;"2018-09-30"
"Lamp";"3.806,99";4;"2018-10-19"
"Chair";"314,69";4;"2018-04-26"
"Lamp";"472,52";2;"2018-07-24"
"Table";"3.728,85";3;"2018-10-14"
"Table";"3.391,63";2;"2018-11-06"
"Table";"329,20";3;"2018-01-13"
"Table";"2.051,26";3;"2018-12-30"
"Lamp";"248,87";1;"2018-01-20"
"Lamp";"1.162,25";5;"2018-12-22"
"Lamp";"1.343,46";2;"2018-10-13"
"Chair";"2.253,65";4;"2018-11-11"
"Lamp";"3.538,14";2;"2018-08-26"
"Teddybear";"1.673,96";4;"2018-10-08"
"Teddybear";"3.787,92";1;"2018-08-29"
"Lamp";"1.494,26";5;"2018-11-05"
"Chair";"288,82";3;"2018-10-14"
"Table";"1.983,93";2;"2018-02-22"
"Table";"2.169,26";3;"2018-08-27"
"Chair";"3.577,63";2;"2018-01-08"
"Table";"2.922,94";1;"2018-02-05"
"Lamp";"1.139,36";2;"2018-05-23"
"Chair";"295,68";3;"2018-03-31"
"Table";"718,15";4;"2018-10-29"
"Teddybear";"1.725,57";1;"2018-03-12"
"Teddybear";"1.020,52";4;"2018-06-07"
"Lamp";"258,93";5;"2018-06-13"
"Table";"2.485,80";2;"2018-10-07"
"Lamp";"183,88";3;"2018-12-04"
"Lamp";"478,93";5;"2018-07-17"
"Lamp";"3.511,23";2;"2018-09-26"
"Lamp";"1.620,97";5;"2018-02-17"
"Chair";"1.356,88";3;"2018-06-15"
"Lamp";"3.307,41";4;"2018-04-27"
"Table";"984,39";3;"2018-09-17"
"Teddybear";"3.534,28";2;"2018-10-06"
"Teddybear";"966,93";3;"2018-10-05"
"Chair";"2.788,58";5;"2018-06-22"
"Chair";"1.795,72";3;"2018-11-27"
"Table";"2.172,95";5;"2018-02-17"
"Table";"2.334,53";3;"2018-12-23"
"Chair";"433,46";2;"2018-01-15"
"Table";"3.201,39";5;"2018-07-11"
"Chair";"333,02";1;"2018-11-30"
"Chair";"3.155,30";5;"2018-09-08"
"Lamp";"3.259,28";1;"2018-05-18"
"Table";"2.033,31";1;"2018-04-04"
"Chair";"2.456,27";2;"2018-04-01"
"Lamp";"197,72";3;"2018-02-01"
"Table";"966,13";5;"2018-02-19"
"Chair";"756,98";5;"2018-01-24"
"Lamp";"3.976,96";4;"2018-06-14"
"Table";"1.874,25";5;"2018-02-19"
"Teddybear";"874,48";3;"2018-06-14"
"Teddybear";"1.643,30";1;"2018-10-31"
"Table";"3.953,22";3;"2018-01-26"
"Chair";"1.797,25";5;"2018-06-23"
"Teddybear";"2.209,02";2;"2018-09-11"
"Table";"2.662,31";3;"2018-01-27"
"Teddybear";"1.706,07";3;"2018-12-24"
"Teddybear";"2.585,26";5;"2018-10-18"
"Lamp";"2.467,90";2;"2018-09-08"
"Chair";"1.013,04";3;"2018-09-19"
"Table";"1.615,06";4;"2018-11-11"
"Teddybear";"1.433,47";1;"2018-03-04"
"Table";"36,89";2;"2018-12-04"
"Chair";"3.978,73";4;"2018-01-10"
"Lamp";"1.309,61";5;"2018-12-16"
"Table";"1.836,23";2;"2018-10-22"
"Teddybear";"1.806,07";3;"2018-04-07"
"Chair";"3.056,91";2;"2018-05-15"
"Lamp";"3.842,32";3;"2018-08-11"
"Table";"2.534,39";4;"2018-09-28"
"Teddybear";"1.939,22";5;"2018-04-27"
"Teddybear";"747,14";3;"2018-10-04"
"Teddybear";"606,99";2;"2018-12-20"
"Teddybear";"1.235,47";5;"2018-04-06"
"Lamp";"3.380,20";3;"2018-08-27"
"Table";"1.858,40";1;"2018-09-21"
"Chair";"3.987,48";1;"2018-04-08"
"Teddybear";"2.948,72";2;"2018-05-24"
"Chair";"743,70";1;"2018-10-05"
"Chair";"625,97";1;"2018-12-31"
"Table";"2.200,44";3;"2018-11-09"
"Chair";"317,26";3;"2018-02-14"
"Teddybear";"2.322,82";5;"2018-11-22"
"Chair";"2.607,07";4;"2018-04-24"
"Teddybear";"621,14";4;"2018-03-18"
"Lamp";"1.080,50";2;"2018-04-16"
"Lamp";"3.652,16";5;"2018-09-15"
"Chair";"1.533,38";2;"2018-11-16"
"Chair";"3.479,60";4;"2018-11-25"
"Teddybear";"3.138,30";4;"2018-12-14"
"Chair";"3.108,06";4;"2018-06-11"
"Chair";"2.523,19";4;"2018-04-26"
"Table";"548,99";4;"2018-02-25"
"Chair";"2.268,57";5;"2018-01-31"
"Table";"3.838,48";5;"2018-01-07"
"Teddybear";"2.043,04";2;"2018-11-19"
"Chair";"633,98";1;"2018-11-28"
"Teddybear";"1.113,54";2;"2018-06-21"
"Lamp";"1.758,21";3;"2018-10-06"
"Teddybear";"2.017,76";4;"2018-06-19"
"Chair";"2.122,21";3;"2018-04-23"
"Chair";"2.499,08";1;"2018-03-05"
"Table";"333,21";4;"2018-11-13"
"Chair";"632,26";1;"2018-04-25"
"Teddybear";"3.484,17";1;"2018-08-03"
"Chair";"2.919,02";2;"2018-08-13"
"Chair";"3.900,89";1;"2018-06-11"
"Teddybear";"491,09";5;"2018-09-20"
"Table";"3.213,76";3;"2018-02-12"
"Lamp";"626,92";2;"2018-09-10"
"Table";"2.255,24";1;"2018-10-05"
"Lamp";"1.390,55";1;"2018-01-14"
"Teddybear";"883,54";1;"2018-01-17"
"Chair";"3.239,52";5;"2018-05-30"
"Teddybear";"923,60";4;"2018-08-12"
"Lamp";"2.988,58";1;"2018-07-24"
"Lamp";"2.272,67";1;"2018-05-21"
"Teddybear";"1.892,89";1;"2018-03-28"
"Table";"190,37";3;"2018-08-25"
"Lamp";"468,46";2;"2018-12-17"
"Lamp";"893,85";3;"2018-06-26"
"Table";"1.041,59";1;"2018-08-12"
"Lamp";"3.733,46";2;"2018-05-14"
"Teddybear";"2.758,86";4;"2018-05-25"
"Table";"1.520,59";3;"2018-06-06"
"Lamp";"1.538,99";5;"2018-05-19"
"Lamp";"3.864,48";4;"2018-04-20"
"Table";"3.284,33";4;"2018-12-22"
"Chair";"641,56";2;"2018-08-26"
"Table";"1.358,02";3;"2018-09-14"
"Lamp";"749,13";1;"2018-09-04"
"Table";"243,59";3;"2018-09-09"
"Teddybear";"2.487,82";1;"2018-07-12"
"Lamp";"2.540,19";1;"2018-06-26"
"Chair";"3.278,04";2;"2018-04-27"
"Chair";"2.631,95";1;"2018-11-01"
"Table";"90,32";3;"2018-10-12"
"Teddybear";"2.113,97";5;"2018-03-21"
"Teddybear";"1.200,67";3;"2018-07-03"
"Table";"2.693,18";1;"2018-02-24"
"Lamp";"2.606,27";1;"2018-06-29"
"Teddybear";"3.682,97";2;"2018-03-11"
"Table";"1.762,93";2;"2018-01-16"
"Teddybear";"800,18";1;"2018-12-30"
"Lamp";"1.506,67";5;"2018-04-13"
"Table";"3.004,91";3;"2018-03-14"
"Chair";"30,61";3;"2018-11-03"
"Lamp";"2.825,27";2;"2018-06-08"
"Chair";"2.228,28";3;"2018-10-21"
"Chair";"1.153,99";2;"2018-06-05"
"Table";"516,40";1;"2018-06-06"
"Teddybear";"679,67";3;"2018-11-23"
"Teddybear";"2.170,33";3;"2018-06-18"
"Table";"2.916,56";1;"2018-04-10"
"Lamp";"2.047,56";5;"2018-05-18"
"Teddybear";"1.979,65";1;"2018-07-28"
"Teddybear";"1.077,23";5;"2018-01-05"
"Teddybear";"653,90";3;"2018-04-10"
"Table";"1.856,78";3;"2018-06-11"
"Chair";"2.549,21";5;"2018-01-31"
"Chair";"3.563,18";3;"2018-09-08"
"Teddybear";"1.632,97";3;"2018-06-23"
"Chair";"3.457,85";2;"2018-01-24"
"Table";"116,05";2;"2018-03-23"
"Teddybear";"355,05";1;"2018-01-20"
"Chair";"2.842,05";1;"2018-04-20"
"Teddybear";"3.415,14";4;"2018-03-13"
"Table";"3.166,86";5;"2018-02-18"
"Table";"790,58";3;"2018-03-27"
"Chair";"3.377,69";3;"2018-09-06"
"Lamp";"2.230,01";1;"2018-05-06"
"Lamp";"305,90";3;"2018-04-01"
"Lamp";"1.961,39";1;"2018-06-26"
"Lamp";"2.825,45";3;"2018-07-07"
"Table";"2.995,07";1;"2018-11-14"
"Chair";"3.246,09";2;"2018-03-06"
"Chair";"3.582,08";2;"2018-06-13"
"Teddybear";"1.806,55";1;"2018-07-25"
"Table";"215,14";3;"2018-08-20"
"Table";"3.896,75";2;"2018-10-31"
"Table";"3.426,13";2;"2018-05-14"
"Lamp";"256,31";4;"2018-04-13"
"Teddybear";"3.257,06";3;"2018-05-18"
"Teddybear";"2.908,04";5;"2018-01-11"
"Lamp";"1.337,41";5;"2018-02-28"
"Table";"67,14";1;"2018-07-22"
"Teddybear";"501,79";1;"2018-10-07"
"Lamp";"3.120,07";2;"2018-10-10"
"Chair";"3.399,72";4;"2018-08-26"
"Teddybear";"1.309,51";1;"2018-04-09"
"Table";"377,20";3;"2018-03-09"
"Chair";"82,86";5;"2018-08-29"
"Teddybear";"1.994,43";4;"2018-07-04"
"Teddybear";"2.304,18";4;"2018-05-19"
"Chair";"817,36";1;"2018-11-27"
"Chair";"1.659,41";5;"2018-05-31"
"Table";"2.024,83";1;"2018-04-08"
"Table";"776,59";2;"2018-12-07"
"Table";"2.783,24";3;"2018-11-09"
"Chair";"1.278,78";2;"2018-12-24"
"Teddybear";"752,42";5;"2018-06-15"
"Chair";"3.803,51";5;"2018-01-04"
"Lamp";"3.475,96";4;"2018-05-11"
"Teddybear";"3.348,92";3;"2018-12-15"
"Teddybear";"896,83";1;"2018-09-18"
"Chair";"624,13";2;"2018-07-30"
"Table";"124,80";3;"2018-01-29"
"Lamp";"1.849,71";3;"2018-04-24"
"Chair";"3.583,40";5;"2018-02-02"
"Teddybear";"2.579,30";3;"2018-10-31"
"Table";"222,73";4;"2018-11-27"
"Lamp";"3.371,27";1;"2018-05-09"
"Lamp";"3.093,94";1;"2018-11-15"
"Chair";"2.283,13";1;"2018-06-03"
"Table";"2.047,54";5;"2018-09-18"
"Lamp";"3.599,18";4;"2018-10-25"
"Chair";"2.913,17";3;"2018-01-01"
"Table";"904,09";5;"2018-06-01"
"Lamp";"42,78";3;"2018-01-13"
"Teddybear";"565,41";1;"2018-02-03"
"Teddybear";"3.311,82";1;"2018-12-29"
"Lamp";"916,42";3;"2018-02-01"
"Chair";"2.842,74";2;"2018-01-22"
"Chair";"3.566,64";4;"2018-02-16"
"Table";"653,90";4;"2018-12-22"
"Lamp";"3.364,60";5;"2018-10-08"
"Teddybear";"3.685,09";5;"2018-02-27"
"Lamp";"1.382,20";1;"2018-08-10"
"Chair";"1.354,87";4;"2018-03-08"
"Chair";"1.754,26";2;"2018-02-18"
"Teddybear";"971,65";4;"2018-10-13"
"Chair";"2.876,66";3;"2018-11-29"
"Teddybear";"1.054,00";4;"2018-04-19"
"Chair";"435,16";4;"2018-03-25"
"Teddybear";"3.521,03";4;"2018-10-28"
"Chair";"3.714,03";3;"2018-08-31"
"Table";"3.629,11";4;"2018-12-19"
"Teddybear";"3.246,25";5;"2018-06-21"
"Chair";"761,30";1;"2018-07-03"
"Table";"579,44";4;"2018-01-07"
"Table";"1.613,12";4;"2018-12-25"
"Chair";"3.654,46";5;"2018-09-28"
"Teddybear";"1.504,93";5;"2018-06-23"
"Lamp";"2.103,66";2;"2018-11-06"
"Lamp";"938,95";5;"2018-05-06"
"Lamp";"888,04";4;"2018-10-07"
"Teddybear";"2.449,99";4;"2018-06-09"
"Teddybear";"2.199,41";2;"2018-06-17"
"Teddybear";"2.504,55";4;"2018-10-24"
"Teddybear";"1.325,23";2;"2018-05-17"
"Lamp";"1.990,99";4;"2018-02-17"
"Table";"3.452,84";4;"2018-09-01"
"Lamp";"288,62";1;"2018-11-15"
"Chair";"3.558,22";5;"2018-04-27"
"Lamp";"734,62";3;"2018-11-10"
"Chair";"3.437,68";1;"2018-07-27"
"Table";"2.825,43";5;"2018-10-18"
"Table";"374,85";4;"2018-01-22"
"Table";"3.088,75";1;"2018-04-17"
"Table";"1.286,17";4;"2018-11-28"
"Table";"1.936,23";4;"2018-06-22"
"Chair";"2.523,91";4;"2018-11-15"
"Table";"1.136,29";5;"2018-12-10"
"Chair";"2.630,92";4;"2018-06-17"
"Teddybear";"2.792,59";2;"2018-09-09"
"Table";"2.947,92";2;"2018-12-13"
"Lamp";"514,77";4;"2018-09-17"
"Chair";"1.414,95";2;"2018-01-05"
"Chair";"2.456,98";2;"2018-12-21"
"Teddybear";"3.798,67";2;"2018-10-24"
"Teddybear";"2.325,15";3;"2018-12-07"
"Teddybear";"3.059,24";1;"2018-02-03"
"Lamp";"3.364,23";2;"2018-03-31"
"Teddybear";"1.508,52";1;"2018-07-20"
"Teddybear";"1.789,09";5;"2018-01-12"
"Chair";"1.617,39";3;"2018-02-19"
"Lamp";"2.740,07";1;"2018-02-18"
"Teddybear";"1.750,40";1;"2018-04-02"
"Teddybear";"1.466,27";5;"2018-11-09"
"Chair";"3.206,31";4;"2018-08-07"
"Chair";"2.442,61";4;"2018-06-15"
"Chair";"649,85";3;"2018-09-27"
"Lamp";"2.462,39";4;"2018-03-14"
"Chair";"2.806,63";2;"2018-08-26"
"Lamp";"3.438,94";2;"2018-05-06"
"Chair";"286,33";2;"2018-04-21"
"Teddybear";"2.398,62";3;"2018-07-29"
"Lamp";"1.406,08";2;"2018-10-09"
"Teddybear";"121,89";2;"2018-03-06"
"Table";"2.539,97";4;"2018-12-10"
"Table";"668,94";5;"2018-04-06"
"Lamp";"1.496,09";5;"2018-11-07"
"Lamp";"2.417,12";4;"2018-10-25"
"Teddybear";"3.873,53";3;"2018-08-28"
"Chair";"2.950,35";2;"2018-04-06"
"Table";"806,70";2;"2018-02-10"
"Table";"1.489,30";5;"2018-01-16"
"Table";"3.965,41";3;"2018-02-14"
"Teddybear";"3.008,40";3;"2018-08-31"
"Table";"2.531,35";5;"2018-10-24"
"Lamp";"291,45";1;"2018-03-14"
"Table";"1.239,92";4;"2018-06-25"
"Teddybear";"2.779,37";3;"2018-10-11"
"Table";"2.853,46";3;"2018-03-27"
"Table";"3.596,27";5;"2018-03-25"
"Lamp";"1.376,10";2;"2018-03-11"
"Lamp";"2.762,72";4;"2018-09-13"
"Table";"1.526,92";5;"2018-08-17"
"Lamp";"1.851,79";2;"2018-03-03"
"Chair";"3.464,80";3;"2018-08-23"
"Table";"1.791,28";1;"2018-11-01"
"Chair";"848,91";1;"2018-07-02"
"Teddybear";"1.145,38";3;"2018-06-29"
"Teddybear";"867,99";3;"2018-12-11"
"Table";"1.078,69";3;"2018-03-14"
"Chair";"3.725,36";5;"2018-01-28"
"Chair";"1.152,37";2;"2018-01-26"
"Lamp";"3.777,14";5;"2018-11-05"
"Lamp";"1.146,66";1;"2018-10-01"
"Table";"738,78";1;"2018-07-30"
"Chair";"1.800,26";4;"2018-05-26"
"Teddybear";"2.556,61";4;"2018-02-22"
"Lamp";"1.480,63";2;"2018-06-18"
"Table";"1.226,75";1;"2018-10-26"
"Teddybear";"1.118,48";5;"2018-05-16"
"Teddybear";"626,02";5;"2018-10-19"
"Teddybear";"163,51";5;"2018-07-10"
"Table";"3.564,76";2;"2018-07-11"
"Chair";"1.469,17";5;"2018-04-28"
"Chair";"1.075,39";4;"2018-02-23"
"Table";"502,39";5;"2018-05-18"
"Table";"799,51";5;"2018-03-24"
"Teddybear";"1.549,59";4;"2018-07-22"
"Teddybear";"3.173,38";1;"2018-01-02"
"Chair";"3.900,09";2;"2018-05-07"
"Chair";"214,96";3;"2018-09-13"
"Chair";"2.469,41";3;"2018-06-09"
"Teddybear";"333,96";4;"2018-12-06"
"Lamp";"1.770,63";5;"2018-03-24"
"Chair";"2.061,15";1;"2018-10-30"
"Table";"3.955,72";4;"2018-05-11"
"Lamp";"3.305,08";3;"2018-06-21"
"Table";"3.626,68";4;"2018-12-17"
"Lamp";"711,88";5;"2018-10-15"
"Table";"919,12";3;"2018-05-09"
"Lamp";"374,06";3;"2018-05-29"
"Chair";"891,01";4;"2018-06-02"
"Chair";"703,78";2;"2018-09-05"
